015517,CALASIAO
015518,DAGUPAN CITY
015519,DASOL
015520,INFANTA
015521,LABRADOR
015522,LINGAYEN (Capital)
015523,MABINI
015524,MALASIQUI
015525,MANAOAG
015526,MANGALDAN
015527,MANGATAREM
015528,MAPANDAN
015529,NATIVIDAD
015530,POZORRUBIO
015531,ROSALES
015532,SAN CARLOS CITY
015533,SAN FABIAN
015534,SAN JACINTO
015535,SAN MANUEL
015536,SAN NICOLAS
015537,SAN QUINTIN
015538,SANTA BARBARA
015539,SANTA MARIA
015540,SANTO TOMAS
015541,SISON
015542,SUAL
015543,TAYUG
015544,UMINGAN
015545,URBIZTONDO
015546,CITY OF URDANETA
015547,VILLASIS
015548,LAOAC
020901,BASCO (Capital)
020902,ITBAYAT
020903,IVANA
020904,MAHATAO
020905,SABTANG
020906,UYUGAN
021501,ABULUG
021502,ALCALA
021503,ALLACAPAN
021504,AMULUNG
021505,APARRI
021506,BAGGAO
021507,BALLESTEROS
021508,BUGUEY
021509,CALAYAN
021510,CAMALANIUGAN
021511,CLAVERIA
021512,ENRILE
021513,GATTARAN
021514,GONZAGA
021515,IGUIG
021516,LAL-LO
021517,LASAM
021518,PAMPLONA
021519,PEÑABLANCA
021520,PIAT
021521,RIZAL
021522,SANCHEZ-MIRA
021523,SANTA ANA
021524,SANTA PRAXEDES
021525,SANTA TERESITA
021526,SANTO NIÑO (FAIRE)
021527,SOLANA
021528,TUAO
021529,TUGUEGARAO CITY (Capital)
023101,ALICIA
023102,ANGADANAN
023103,AURORA
023104,BENITO SOLIVEN
023105,BURGOS
023106,CABAGAN
023107,CABATUAN
023108,CITY OF CAUAYAN
023109,CORDON
023110,DINAPIGUE
023111,DIVILACAN
023112,ECHAGUE
023113,GAMU
023114,ILAGAN CITY (Capital)
023115,JONES
023116,LUNA
023117,MACONACON
023118,DELFIN ALBANO (MAGSAYSAY)
023119,MALLIG
023120,NAGUILIAN
023121,PALANAN
023122,QUEZON
023123,QUIRINO
023124,RAMON
023125,REINA MERCEDES
023126,ROXAS
023127,SAN AGUSTIN
023128,SAN GUILLERMO
023129,SAN ISIDRO
023130,SAN MANUEL
023131,SAN MARIANO
023132,SAN MATEO
023133,SAN PABLO
023134,SANTA MARIA
023135,CITY OF SANTIAGO
023136,SANTO TOMAS
023137,TUMAUINI
025001,AMBAGUIO
025002,ARITAO
025003,BAGABAG
025004,BAMBANG
025005,BAYOMBONG (Capital)
025006,DIADI
025007,DUPAX DEL NORTE
025008,DUPAX DEL SUR
025009,KASIBU
025010,KAYAPA
025011,QUEZON
025012,SANTA FE
025013,SOLANO
025014,VILLAVERDE
025015,ALFONSO CASTANEDA
025701,AGLIPAY
025702,CABARROGUIS (Capital)
025703,DIFFUN
025704,MADDELA
025705,SAGUDAY
025706,NAGTIPUNAN
030801,ABUCAY
030802,BAGAC
030803,CITY OF BALANGA (Capital)
030804,DINALUPIHAN
030805,HERMOSA
030806,LIMAY
030807,MARIVELES
030808,MORONG
030809,ORANI
030810,ORION
030811,PILAR
030812,SAMAL
031401,ANGAT
031402,BALAGTAS (BIGAA)
031403,BALIUAG
031404,BOCAUE
031405,BULACAN
031406,BUSTOS
031407,CALUMPIT
031408,GUIGUINTO
031409,HAGONOY
031410,CITY OF MALOLOS (Capital)
031411,MARILAO
031412,CITY OF MEYCAUAYAN
031413,NORZAGARAY
031414,OBANDO
031415,PANDI
031416,PAOMBONG
031417,PLARIDEL
031418,PULILAN
031419,SAN ILDEFONSO
031420,CITY OF SAN JOSE DEL MONTE
031421,SAN MIGUEL
031422,SAN RAFAEL
031423,SANTA MARIA
031424,DOÑA REMEDIOS TRINIDAD
034901,ALIAGA
034902,BONGABON
034903,CABANATUAN CITY
034904,CABIAO
034905,CARRANGLAN
034906,CUYAPO
034907,GABALDON (BITULOK & SABANI)
034908,CITY OF GAPAN
034909,GENERAL MAMERTO NATIVIDAD
034910,GENERAL TINIO (PAPAYA)
034911,GUIMBA
034912,JAEN
034913,LAUR
034914,LICAB
034915,LLANERA
034916,LUPAO
034917,SCIENCE CITY OF MUÑOZ
034918,NAMPICUAN
034919,PALAYAN CITY (Capital)
034920,PANTABANGAN
034921,PEÑARANDA
034922,QUEZON
034923,RIZAL
034924,SAN ANTONIO
034925,SAN ISIDRO
034926,SAN JOSE CITY
034927,SAN LEONARDO
034928,SANTA ROSA
034929,SANTO DOMINGO
034930,TALAVERA
034931,TALUGTUG
034932,ZARAGOZA
035401,ANGELES CITY
035402,APALIT
035403,ARAYAT
035404,BACOLOR
035405,CANDABA
035406,FLORIDABLANCA
035407,GUAGUA
035408,LUBAO
035409,MABALACAT CITY
035410,MACABEBE
035411,MAGALANG
035412,MASANTOL
035413,MEXICO
035414,MINALIN
035415,PORAC
035416,CITY OF SAN FERNANDO (Capital)
035417,SAN LUIS
035418,SAN SIMON
035419,SANTA ANA
035420,SANTA RITA
035421,SANTO TOMAS
035422,SASMUAN (Sexmoan)
036901,ANAO
036902,BAMBAN
036903,CAMILING
036904,CAPAS
036905,CONCEPCION
036906,GERONA
036907,LA PAZ
036908,MAYANTOC
036909,MONCADA
036910,PANIQUI
036911,PURA
036912,RAMOS
036913,SAN CLEMENTE
036914,SAN MANUEL
036915,SANTA IGNACIA
036916,CITY OF TARLAC (Capital)
036917,VICTORIA
036918,SAN JOSE
037101,BOTOLAN
037102,CABANGAN
037103,CANDELARIA
037104,CASTILLEJOS
037105,IBA (Capital)
037106,MASINLOC
037107,OLONGAPO CITY
037108,PALAUIG
037109,SAN ANTONIO
037110,SAN FELIPE
037111,SAN MARCELINO
037112,SAN NARCISO
037113,SANTA CRUZ
037114,SUBIC
037701,BALER (Capital)
037702,CASIGURAN
037703,DILASAG
037704,DINALUNGAN
037705,DINGALAN
037706,DIPACULAO
037707,MARIA AURORA
037708,SAN LUIS
041001,AGONCILLO
041002,ALITAGTAG
041003,BALAYAN
041004,BALETE
041005,BATANGAS CITY (Capital)
041006,BAUAN
041007,CALACA
041008,CALATAGAN
041009,CUENCA
041010,IBAAN
041011,LAUREL
041012,LEMERY
041013,LIAN
041014,LIPA CITY
041015,LOBO
041016,MABINI
041017,MALVAR
041018,MATAASNAKAHOY
041019,NASUGBU
041020,PADRE GARCIA
041021,ROSARIO
041022,SAN JOSE
041023,SAN JUAN
041024,SAN LUIS
041025,SAN NICOLAS
041026,SAN PASCUAL
041027,SANTA TERESITA
041028,SANTO TOMAS
041029,TAAL
041030,TALISAY
041031,CITY OF TANAUAN
041032,TAYSAN
041033,TINGLOY
041034,TUY
042101,ALFONSO
042102,AMADEO
042103,BACOOR CITY
042104,CARMONA
042105,CAVITE CITY
042106,CITY OF DASMARIÑAS
042107,GENERAL EMILIO AGUINALDO
042108,CITY OF GENERAL TRIAS
042109,IMUS CITY
042110,INDANG
042111,KAWIT
042112,MAGALLANES
042113,MARAGONDON
042114,MENDEZ (MENDEZ-NUÑEZ)
042115,NAIC
042116,NOVELETA
042117,ROSARIO
042118,SILANG
042119,TAGAYTAY CITY
042120,TANZA
042121,TERNATE
042122,TRECE MARTIRES CITY (Capital)
042123,GEN. MARIANO ALVAREZ
043401,ALAMINOS
043402,BAY
043403,CITY OF BIÑAN
043404,CABUYAO CITY
043405,CITY OF CALAMBA
043406,CALAUAN
043407,CAVINTI
043408,FAMY
043409,KALAYAAN
043410,LILIW
043411,LOS BAÑOS
043412,LUISIANA
043413,LUMBAN
043414,MABITAC
043415,MAGDALENA
043416,MAJAYJAY
043417,NAGCARLAN
043418,PAETE
043419,PAGSANJAN
043420,PAKIL
043421,PANGIL
043422,PILA
043423,RIZAL
043424,SAN PABLO CITY
043425,CITY OF SAN PEDRO
043426,SANTA CRUZ (Capital)
043427,SANTA MARIA
043428,CITY OF SANTA ROSA
043429,SINILOAN
043430,VICTORIA
045601,AGDANGAN
045602,ALABAT
045603,ATIMONAN
045605,BUENAVISTA
045606,BURDEOS
045607,CALAUAG
045608,CANDELARIA
045610,CATANAUAN
045615,DOLORES
045616,GENERAL LUNA
045617,GENERAL NAKAR
045618,GUINAYANGAN
045619,GUMACA
045620,INFANTA
045621,JOMALIG
045622,LOPEZ
045623,LUCBAN
045624,LUCENA CITY (Capital)
045625,MACALELON
045627,MAUBAN
045628,MULANAY
045629,PADRE BURGOS
045630,PAGBILAO
045631,PANUKULAN
045632,PATNANUNGAN
045633,PEREZ
045634,PITOGO
045635,PLARIDEL
045636,POLILLO
045637,QUEZON
045638,REAL
045639,SAMPALOC
045640,SAN ANDRES
045641,SAN ANTONIO
045642,SAN FRANCISCO (AURORA)
045644,SAN NARCISO
045645,SARIAYA
045646,TAGKAWAYAN
045647,CITY OF TAYABAS
045648,TIAONG
045649,UNISAN
045801,ANGONO
045802,CITY OF ANTIPOLO
045803,BARAS
045804,BINANGONAN
045805,CAINTA
045806,CARDONA
045807,JALA-JALA
045808,RODRIGUEZ (MONTALBAN)
045809,MORONG
045810,PILILLA
045811,SAN MATEO
045812,TANAY
045813,TAYTAY
045814,TERESA
050501,BACACAY
050502,CAMALIG
050503,DARAGA (LOCSIN)
050504,GUINOBATAN
050505,JOVELLAR
050506,LEGAZPI CITY (Capital)
050507,LIBON
050508,CITY OF LIGAO
050509,MALILIPOT
050510,MALINAO
050511,MANITO
050512,OAS
050513,PIO DURAN
050514,POLANGUI
050515,RAPU-RAPU
050516,SANTO DOMINGO (LIBOG)
050517,CITY OF TABACO
050518,TIWI
051601,BASUD
051602,CAPALONGA
051603,DAET (Capital)
051604,SAN LORENZO RUIZ (IMELDA)
051605,JOSE PANGANIBAN
051606,LABO
051607,MERCEDES
051608,PARACALE
051609,SAN VICENTE
051610,SANTA ELENA
051611,TALISAY
051612,VINZONS
051701,BAAO
051702,BALATAN
051703,BATO
051704,BOMBON
051705,BUHI
051706,BULA
051707,CABUSAO
051708,CALABANGA
051709,CAMALIGAN
051710,CANAMAN
051711,CARAMOAN
051712,DEL GALLEGO
051713,GAINZA
051714,GARCHITORENA
051715,GOA
051716,IRIGA CITY
051717,LAGONOY
051718,LIBMANAN
051719,LUPI
051720,MAGARAO
051721,MILAOR
051722,MINALABAC
051723,NABUA
051724,NAGA CITY
051725,OCAMPO
051726,PAMPLONA
051727,PASACAO
051728,PILI (Capital)
051729,PRESENTACION (PARUBCAN)
051730,RAGAY
051731,SAGÑAY
051732,SAN FERNANDO
051733,SAN JOSE
051734,SIPOCOT
051735,SIRUMA
051736,TIGAON
051737,TINAMBAC
052001,BAGAMANOC
052002,BARAS
052003,BATO
052004,CARAMORAN
052005,GIGMOTO
052006,PANDAN
052007,PANGANIBAN (PAYO)
052008,SAN ANDRES (CALOLBON)
052009,SAN MIGUEL
052010,VIGA
052011,VIRAC (Capital)
054101,AROROY
054102,BALENO
054103,BALUD
054104,BATUAN
054105,CATAINGAN
054106,CAWAYAN
054107,CLAVERIA
054108,DIMASALANG
054109,ESPERANZA
054110,MANDAON
054111,CITY OF MASBATE (Capital)
054112,MILAGROS
054113,MOBO
054114,MONREAL
054115,PALANAS
054116,PIO V. CORPUZ (LIMBUHAN)
054117,PLACER
054118,SAN FERNANDO
054119,SAN JACINTO
054120,SAN PASCUAL
054121,USON
056202,BARCELONA
056203,BULAN
056204,BULUSAN
056205,CASIGURAN
056206,CASTILLA
056207,DONSOL
056208,GUBAT
056209,IROSIN
056210,JUBAN
056211,MAGALLANES
056212,MATNOG
056213,PILAR
056214,PRIETO DIAZ
056215,SANTA MAGDALENA
056216,CITY OF SORSOGON (Capital)
060401,ALTAVAS
060402,BALETE
060403,BANGA
060404,BATAN
060405,BURUANGA
060406,IBAJAY
060407,KALIBO (Capital)
060408,LEZO
060409,LIBACAO
060410,MADALAG
060411,MAKATO
060412,MALAY
060413,MALINAO
060414,NABAS
060415,NEW WASHINGTON
060416,NUMANCIA
060417,TANGALAN
060601,ANINI-Y
060602,BARBAZA
060603,BELISON
060604,BUGASONG
060605,CALUYA
060606,CULASI
060607,TOBIAS FORNIER (DAO)
060608,HAMTIC
060609,LAUA-AN
060610,LIBERTAD
060611,PANDAN
060612,PATNONGON
060613,SAN JOSE (Capital)
060614,SAN REMIGIO
060615,SEBASTE
060616,SIBALOM
060617,TIBIAO
060618,VALDERRAMA
061901,CUARTERO
061902,DAO
061903,DUMALAG
061904,DUMARAO
061905,IVISAN
061906,JAMINDAN
061907,MA-AYON
061908,MAMBUSAO
061909,PANAY
061910,PANITAN
061911,PILAR
061912,PONTEVEDRA
061913,PRESIDENT ROXAS
061914,ROXAS CITY (Capital)
061915,SAPI-AN
061916,SIGMA
061917,TAPAZ
063001,AJUY
063002,ALIMODIAN
063003,ANILAO
063004,BADIANGAN
063005,BALASAN
063006,BANATE
063007,BAROTAC NUEVO
063008,BAROTAC VIEJO
063009,BATAD
063010,BINGAWAN
063012,CABATUAN
063013,CALINOG
063014,CARLES
063015,CONCEPCION
063016,DINGLE
063017,DUEÑAS
063018,DUMANGAS
063019,ESTANCIA
063020,GUIMBAL
063021,IGBARAS
063022,ILOILO CITY (Capital)
063023,JANIUAY
063025,LAMBUNAO
063026,LEGANES
063027,LEMERY
063028,LEON
063029,MAASIN
063030,MIAGAO
063031,MINA
063032,NEW LUCENA
063034,OTON
063035,CITY OF PASSI
063036,PAVIA
063037,POTOTAN
063038,SAN DIONISIO
063039,SAN ENRIQUE
063040,SAN JOAQUIN
063041,SAN MIGUEL
063042,SAN RAFAEL
063043,SANTA BARBARA
063044,SARA
063045,TIGBAUAN
063046,TUBUNGAN
063047,ZARRAGA
067901,BUENAVISTA
067902,JORDAN (Capital)
067903,NUEVA VALENCIA
067904,SAN LORENZO
067905,SIBUNAG
071201,ALBURQUERQUE
071202,ALICIA
071203,ANDA
071204,ANTEQUERA
071205,BACLAYON
071206,BALILIHAN
071207,BATUAN
071208,BILAR
071209,BUENAVISTA
071210,CALAPE
071211,CANDIJAY
071212,CARMEN
071213,CATIGBIAN
071214,CLARIN
071215,CORELLA
071216,CORTES
071217,DAGOHOY
071218,DANAO
071219,DAUIS
071220,DIMIAO
071221,DUERO
071222,GARCIA HERNANDEZ
071223,GUINDULMAN
071224,INABANGA
071225,JAGNA
071226,GETAFE
071227,LILA
071228,LOAY
071229,LOBOC
071230,LOON
071231,MABINI
071232,MARIBOJOC
071233,PANGLAO
071234,PILAR
071235,PRES. CARLOS P. GARCIA (PITOGO)
071236,SAGBAYAN (BORJA)
071237,SAN ISIDRO
071238,SAN MIGUEL
071239,SEVILLA
071240,SIERRA BULLONES
071241,SIKATUNA
071242,TAGBILARAN CITY (Capital)
071243,TALIBON
071244,TRINIDAD
071245,TUBIGON
071246,UBAY
071247,VALENCIA
071248,BIEN UNIDO
072201,ALCANTARA
072202,ALCOY
072203,ALEGRIA
072204,ALOGUINSAN
072205,ARGAO
072206,ASTURIAS
072207,BADIAN
072208,BALAMBAN
072209,BANTAYAN
072210,BARILI
072211,CITY OF BOGO
072212,BOLJOON
072213,BORBON
072214,CITY OF CARCAR
072215,CARMEN
072216,CATMON
072217,CEBU CITY (Capital)
072218,COMPOSTELA
072219,CONSOLACION
072220,CORDOVA
072221,DAANBANTAYAN
072222,DALAGUETE
072223,DANAO CITY
072224,DUMANJUG
072225,GINATILAN
072226,LAPU-LAPU CITY (OPON)
072227,LILOAN
072228,MADRIDEJOS
072229,MALABUYOC
072230,MANDAUE CITY
072231,MEDELLIN
072232,MINGLANILLA
072233,MOALBOAL
072234,CITY OF NAGA
072235,OSLOB
072236,PILAR
072237,PINAMUNGAHAN
072238,PORO
072239,RONDA
072240,SAMBOAN
072241,SAN FERNANDO
072242,SAN FRANCISCO
072243,SAN REMIGIO
072244,SANTA FE
072245,SANTANDER
072246,SIBONGA
072247,SOGOD
072248,TABOGON
072249,TABUELAN
072250,CITY OF TALISAY
072251,TOLEDO CITY
072252,TUBURAN
072253,TUDELA
076101,ENRIQUE VILLANUEVA
076102,LARENA
076103,LAZI
076104,MARIA
076105,SAN JUAN
076106,SIQUIJOR (Capital)
082601,ARTECHE
082602,BALANGIGA
082603,BALANGKAYAN
082604,CITY OF BORONGAN (Capital)
082605,CAN-AVID
082606,DOLORES
082607,GENERAL MACARTHUR
082608,GIPORLOS
082609,GUIUAN
082610,HERNANI
082611,JIPAPAD
082612,LAWAAN
082613,LLORENTE
082614,MASLOG
082615,MAYDOLONG
082616,MERCEDES
082617,ORAS
082618,QUINAPONDAN
082619,SALCEDO
082620,SAN JULIAN
082621,SAN POLICARPO
082622,SULAT
082623,TAFT
083701,ABUYOG
083702,ALANGALANG
083703,ALBUERA
083705,BABATNGON
083706,BARUGO
083707,BATO
083708,CITY OF BAYBAY
083710,BURAUEN
083713,CALUBIAN
083714,CAPOOCAN
083715,CARIGARA
083717,DAGAMI
083718,DULAG
083719,HILONGOS
083720,HINDANG
083721,INOPACAN
083722,ISABEL
083723,JARO
083724,JAVIER (BUGHO)
083725,JULITA
083726,KANANGA
083728,LA PAZ
083729,LEYTE
083730,MACARTHUR
083731,MAHAPLAG
083733,MATAG-OB
083734,MATALOM
083735,MAYORGA
083736,MERIDA
083738,ORMOC CITY
083739,PALO
083740,PALOMPON
083741,PASTRANA
083742,SAN ISIDRO
083743,SAN MIGUEL
083744,SANTA FE
083745,TABANGO
083746,TABONTABON
083747,TACLOBAN CITY (Capital)
083748,TANAUAN
083749,TOLOSA
083750,TUNGA
083751,VILLABA
084801,ALLEN
084802,BIRI
084803,BOBON
084804,CAPUL
084805,CATARMAN (Capital)
084806,CATUBIG
084807,GAMAY
084808,LAOANG
084809,LAPINIG
084810,LAS NAVAS
084811,LAVEZARES
084812,MAPANAS
084813,MONDRAGON
084814,PALAPAG
084815,PAMBUJAN
084816,ROSARIO
084817,SAN ANTONIO
084818,SAN ISIDRO
084819,SAN JOSE
084820,SAN ROQUE
084821,SAN VICENTE
084822,SILVINO LOBOS
084823,VICTORIA
084824,LOPE DE VEGA
086001,ALMAGRO
086002,BASEY
086003,CALBAYOG CITY
086004,CALBIGA
086005,CITY OF CATBALOGAN (Capital)
086006,DARAM
086007,GANDARA
086008,HINABANGAN
086009,JIABONG
086010,MARABUT
086011,MATUGUINAO
086012,MOTIONG
086013,PINABACDAO
086014,SAN JOSE DE BUAN
086015,SAN SEBASTIAN
086016,SANTA MARGARITA
086017,SANTA RITA
086018,SANTO NIÑO
086019,TALALORA
086020,TARANGNAN
086021,VILLAREAL
086022,PARANAS (WRIGHT)
086023,ZUMARRAGA
086024,TAGAPUL-AN
086025,SAN JORGE
086026,PAGSANGHAN
086401,ANAHAWAN
086402,BONTOC
086403,HINUNANGAN
086404,HINUNDAYAN
086405,LIBAGON
086406,LILOAN
086407,CITY OF MAASIN (Capital)
086408,MACROHON
086409,MALITBOG
086410,PADRE BURGOS
086411,PINTUYAN
086412,SAINT BERNARD
086413,SAN FRANCISCO
086414,SAN JUAN (CABALIAN)
086415,SAN RICARDO
086416,SILAGO
086417,SOGOD
086418,TOMAS OPPUS
086419,LIMASAWA
087801,ALMERIA
087802,BILIRAN
087803,CABUCGAYAN
087804,CAIBIRAN
087805,CULABA
087806,KAWAYAN
087807,MARIPIPI
087808,NAVAL (Capital)
097201,DAPITAN CITY
097202,DIPOLOG CITY (Capital)
097203,KATIPUNAN
097204,LA LIBERTAD
097205,LABASON
097206,LILOY
097207,MANUKAN
097208,MUTIA
097209,PIÑAN (NEW PIÑAN)
097210,POLANCO
097211,PRES. MANUEL A. ROXAS
097212,RIZAL
097213,SALUG
097214,SERGIO OSMEÑA SR.
097215,SIAYAN
097216,SIBUCO
097217,SIBUTAD
097218,SINDANGAN
097219,SIOCON
097220,SIRAWAI
097221,TAMPILISAN
097222,JOSE DALMAN (PONOT)
097223,GUTALAC
097224,BALIGUIAN
097225,GODOD
097226,BACUNGAN (Leon T. Postigo)
097227,KALAWIT
097302,AURORA
097303,BAYOG
097305,DIMATALING
097306,DINAS
097307,DUMALINAO
097308,DUMINGAG
097311,KUMALARANG
097312,LABANGAN
097313,LAPUYAN
097315,MAHAYAG
097317,MARGOSATUBIG
097318,MIDSALIP
097319,MOLAVE
097322,PAGADIAN CITY (Capital)
097323,RAMON MAGSAYSAY (LIARGO)
097324,SAN MIGUEL
097325,SAN PABLO
097327,TABINA
097328,TAMBULIG
097330,TUKURAN
097332,ZAMBOANGA CITY
097333,LAKEWOOD
097337,JOSEFINA
097338,PITOGO
097340,SOMINOT (DON MARIANO MARCOS)
097341,VINCENZO A. SAGUN
097343,GUIPOS
097344,TIGBAO
098301,ALICIA
098302,BUUG
098303,DIPLAHAN
098304,IMELDA
098305,IPIL (Capital)
098306,KABASALAN
098307,MABUHAY
098308,MALANGAS
098309,NAGA
098310,OLUTANGA
098311,PAYAO
098312,ROSELLER LIM
098313,SIAY
098314,TALUSAN
098315,TITAY
098316,TUNGAWAN
099701,CITY OF ISABELA
101301,BAUNGON
101302,DAMULOG
101303,DANGCAGAN
101304,DON CARLOS
101305,IMPASUG-ONG
101306,KADINGILAN
101307,KALILANGAN
101308,KIBAWE
101309,KITAOTAO
101310,LANTAPAN
101311,LIBONA
101312,CITY OF MALAYBALAY (Capital)
101313,MALITBOG
101314,MANOLO FORTICH
101315,MARAMAG
101316,PANGANTUCAN
101317,QUEZON
101318,SAN FERNANDO
101319,SUMILAO
101320,TALAKAG
101321,CITY OF VALENCIA
101322,CABANGLASAN
101801,CATARMAN
101802,GUINSILIBAN
101803,MAHINOG
101804,MAMBAJAO (Capital)
101805,SAGAY
103501,BACOLOD
103502,BALOI
103503,BAROY
103504,ILIGAN CITY
103505,KAPATAGAN
103506,SULTAN NAGA DIMAPORO (KAROMATAN)
103507,KAUSWAGAN
103508,KOLAMBUGAN
103509,LALA
103510,LINAMON
103511,MAGSAYSAY
103512,MAIGO
103513,MATUNGAO
103514,MUNAI
103515,NUNUNGAN
103516,PANTAO RAGAT
103517,POONA PIAGAPO
103518,SALVADOR
103519,SAPAD
103520,TAGOLOAN
103521,TANGCAL
103522,TUBOD (Capital)
103523,PANTAR
104201,ALORAN
104202,BALIANGAO
104203,BONIFACIO
104204,CALAMBA
104205,CLARIN
104206,CONCEPCION
104207,JIMENEZ
104208,LOPEZ JAENA
104209,OROQUIETA CITY (Capital)
104210,OZAMIZ CITY
104211,PANAON
104212,PLARIDEL
104213,SAPANG DALAGA
104214,SINACABAN
104215,TANGUB CITY
104216,TUDELA
104217,DON VICTORIANO CHIONGBIAN  (DON MARIANO MARCOS)
104301,ALUBIJID
104302,BALINGASAG
104303,BALINGOAN
104304,BINUANGAN
104305,CAGAYAN DE ORO CITY (Capital)
104306,CLAVERIA
104307,CITY OF EL SALVADOR
104308,GINGOOG CITY
104309,GITAGUM
104310,INITAO
104311,JASAAN
104312,KINOGUITAN
104313,LAGONGLONG
104314,LAGUINDINGAN
104315,LIBERTAD
104316,LUGAIT
104317,MAGSAYSAY (LINUGOS)
104318,MANTICAO
104319,MEDINA
104320,NAAWAN
104321,OPOL
104322,SALAY
104323,SUGBONGCOGON
104324,TAGOLOAN
104325,TALISAYAN
104326,VILLANUEVA
112301,ASUNCION (SAUG)
112303,CARMEN
112305,KAPALONG
112314,NEW CORELLA
112315,CITY OF PANABO
112317,ISLAND GARDEN CITY OF SAMAL
112318,SANTO TOMAS
112319,CITY OF TAGUM (Capital)
112322,TALAINGOD
112323,BRAULIO E. DUJALI
112324,SAN ISIDRO
112401,BANSALAN
112402,DAVAO CITY
112403,CITY OF DIGOS (Capital)
112404,HAGONOY
112406,KIBLAWAN
112407,MAGSAYSAY
112408,MALALAG
112410,MATANAO
112411,PADADA
112412,SANTA CRUZ
112414,SULOP
112501,BAGANGA
112502,BANAYBANAY
112503,BOSTON
112504,CARAGA
112505,CATEEL
112506,GOVERNOR GENEROSO
112507,LUPON
112508,MANAY
112509,CITY OF MATI (Capital)
112510,SAN ISIDRO
112511,TARRAGONA
118201,COMPOSTELA
118202,LAAK (SAN VICENTE)
118203,MABINI (DOÑA ALICIA)
118204,MACO
118205,MARAGUSAN (SAN MARIANO)
118206,MAWAB
118207,MONKAYO
118208,MONTEVISTA
118209,NABUNTURAN (Capital)
118210,NEW BATAAN
118211,PANTUKAN
118601,DON MARCELINO
118602,JOSE ABAD SANTOS (TRINIDAD)
118603,MALITA
118604,SANTA MARIA
118605,SARANGANI
124701,ALAMADA
124702,CARMEN
124703,KABACAN
124704,CITY OF KIDAPAWAN (Capital)
124705,LIBUNGAN
124706,MAGPET
124707,MAKILALA
124708,MATALAM
124709,MIDSAYAP
124710,M'LANG
124711,PIGKAWAYAN
124712,PIKIT
124713,PRESIDENT ROXAS
124714,TULUNAN
124715,ANTIPAS
124716,BANISILAN
124717,ALEOSAN
124718,ARAKAN
126302,BANGA
126303,GENERAL SANTOS CITY (DADIANGAS)
126306,CITY OF KORONADAL (Capital)
126311,NORALA
126312,POLOMOLOK
126313,SURALLAH
126314,TAMPAKAN
126315,TANTANGAN
126316,T'BOLI
126317,TUPI
126318,SANTO NIÑO
126319,LAKE SEBU
126501,BAGUMBAYAN
126502,COLUMBIO
126503,ESPERANZA
126504,ISULAN (Capital)
126505,KALAMANSIG
126506,LEBAK
126507,LUTAYAN
126508,LAMBAYONG (MARIANO MARCOS)
126509,PALIMBANG
126510,PRESIDENT QUIRINO
126511,CITY OF TACURONG
126512,SEN. NINOY AQUINO
128001,ALABEL (Capital)
128002,GLAN
128003,KIAMBA
128004,MAASIM
128005,MAITUM
128006,MALAPATAN
128007,MALUNGON
129800,COTABATO CITY (Not a Province)
129804,COTABATO CITY
133900,CITY OF MANILA
