BLBM,2,Caramoran,PANDAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,1,Gituma,PANDAN,Catanduanes,V,13-47-13,,10000.00,10000.00,,,,,,,,,,,,,,
BLBM,2,Gituma,PANDAN,Catanduanes,V,,,10084.19,10077.07,,,,,,,,,,,,,,
TRI. STA,,Magueda N. Base C.G. & S.,PANDAN,Catanduanes,V,13-46-46.058,124-07-34.726,9175.71,9488.46,,,,,,,,,,,,,,
TRI. STA,,Sal,PANDAN,Catanduanes,V,14-05-41.973,124-12-34.890,,,,,,,No Data Available,,,,,,,,,
TRI. STA,,Yog 1907,PANDAN,Catanduanes,V,14-04-21.208,124-11-458.858,,,,,,,No Data Available,,,,,,,,,
BLBM,,B.L. Mon Cabo,PANDAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,,B.L. Mon Tabogoc,PANDAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,1,Supang,PANDAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,2,Supang,PANDAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,1,Tubli,PANDAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,2,Tubli,PANDAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLLM,1,,PANGANIBAN,Catanduanes,V,13-54-34.15,124-17-57.90,20000.00,20000.00,,,,,,,,,,,,,,
BLLM,2,,PANGANIBAN,Catanduanes,V,,,19946.39,19969.96,,,,,,,,,,,,,,
BLBM,1,Bangamanoc,PANGANIBAN,Catanduanes,V,13-57-00,,,,,,,,No Data Available,,,,,,,,,
BLBM,2,Bangamanoc,PANGANIBAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,1(New),Bangamanoc,PANGANIBAN,Catanduanes,V,13-56-25,,,,,,,,No Data Available,,,,,,,,,
BLBM,2(Old),Bangamanoc,PANGANIBAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,,B.L. Mon Bugao,PANGANIBAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,,B.L. Mon Alinauan,PANGANIBAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,1,Cabuyoan,PANGANIBAN,Catanduanes,V,13-53-14,,,,,,,,No Data Available,,,,,,,,,
BLBM,2,Cabuyoan,PANGANIBAN,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLLM,1,,VIGA,Catanduanes,V,13-52-00,,20000.00,20000.00,,,,,,,,,,,,,,
BLLM,2,,VIGA,Catanduanes,V,,,20027.88,19869.97,,,,,,,,,,,,,,
BLBM,1,Babaguan,VIGA,Catanduanes,V,13-56-30,,10000.00,10000.00,,,,,,,,,,,,,,
BLBM,2,Babaguan,VIGA,Catanduanes,V,,,995.87,909.05,,,,,,,,,,,,,,
BLBM,1,Oco,VIGA,Catanduanes,V,,,18122.15,17590.95,,,,,,,,,,,,,,
BLBM,2,Oco,VIGA,Catanduanes,V,,,18043.18,17589.98,,,,,,,,,,,,,,
BLBM,1,Payo,VIGA,Catanduanes,V,,,24042.14,19116.38,,,,,,,,,,,,,,
BLBM,2,Payo,VIGA,Catanduanes,V,,,23988.53,19086.34,,,,,,,,,,,,,,
BLBM,1,Tambongon,VIGA,Catanduanes,V,13-53-45.99,124-22-18.97,,,,,,,No Data Available,,,,,,,,,
BLBM,2,Tambongon,VIGA,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
TRI. STA,,Lone,VIGA,Catanduanes,V,13-56-32.739,124-21-27.992,,,,,,,No Data Available,,,,,,,,,
TRI. STA,,Panay,VIGA,Catanduanes,V,13-57-19.297,124-19-52.324,25075.19,23464.97,,,,,,,,,,,,,,
TRI. STA,,White,VIGA,Catanduanes,V,13-54-04.106,124-22-47.576,,,,,,,No Data Available,,,,,,,,,
BLBM,,B.L. Mon Tinago,VIGA,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,1,Seuron,VIGA,Catanduanes,V,13-47-58,,,,,,,,No Data Available,,,,,,,,,
BLBM,2,Seuron,VIGA,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLLM,1,,VIRAC,Catanduanes,V,13-34-57.79,124-13-41.16,20000.00,20000.00,,,,,,,,,,,,,,
BLLM,2,,VIRAC,Catanduanes,V,,,20093.13,20038.03,,,,,,,,,,,,,,
BLBM,1,Antipolo,VIRAC,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,2,Antipolo,VIRAC,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,1,Buyo,VIRAC,Catanduanes,V,13-36-45,,10000.00,10000.00,,,,,,,,,,,,,,
BLBM,2,Buyo,VIRAC,Catanduanes,V,,,950.91,1116.02,,,,,,,,,,,,,,
BLBM,1,Cabugao,VIRAC,Catanduanes,V,13-35-59,,21886.30,25563.13,,,,,,,,,,,,,,
BLBM,2,Cabugao,VIRAC,Catanduanes,V,,,21891.65,25539.27,,,,,,,,,,,,,,
BLBM,1,Calatagan,VIRAC,Catanduanes,V,13-35-26,,20870.00,17547.23,,,,,,,,,,,,,,
BLBM,2,Calatagan,VIRAC,Catanduanes,V,,,20868.76,17491.53,,,,,,,,,,,,,,
BLBM,1,Cavinitan,VIRAC,Catanduanes,V,13-34-57,,19977.66,16995.02,,,,,,,,,,,,,,
BLBM,2,Cavinitan,VIRAC,Catanduanes,V,,,19753.65,16874.50,,,,,,,,,,,,,,
BLBM,1,Magnesia,VIRAC,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,2,Magnesia,VIRAC,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,1,Palta,VIRAC,Catanduanes,V,13-34-49,,19731.48,12369.23,,,,,,,,,,,,,,
BLBM,2,Palta,VIRAC,Catanduanes,V,,,19643.31,12319.31,,,,,,,,,,,,,,
BLBM,1,Sagrada Familia,VIRAC,Catanduanes,V,13-34-00,,,,,,,,No Data Available,,,,,,,,,
BLBM,2,Sagrada Familia,VIRAC,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,1,Simamla,VIRAC,Catanduanes,V,13-36-57.993,124-09-49.894,23663.23,13017.63,,,,,,,,,,,,,,
BLBM,2,Simamla,VIRAC,Catanduanes,V,,,23739.69,13070.45,,,,,,,,,,,,,,
BLBM,1,Sto. Domingo,VIRAC,Catanduanes,V,13-35-38,,21240.82,15088.65,,,,,,,,,,,,,,
BLBM,2,Sto. Domingo,VIRAC,Catanduanes,V,,,21190.46,14875.72,,,,,,,,,,,,,,
BLBM,1,Sto. Domingo ( Relocated),VIRAC,Catanduanes,V,13-35-42,,21374.16,14970.81,,,,,,,,,,,,,,
BLBM,2,Sto. Domingo ( Relocated),VIRAC,Catanduanes,V,,,21266.98,15059.23,,,,,,,,,,,,,,
BLBM,1,Sto. Niño,VIRAC,Catanduanes,V,13-36-02,,21971.38,19991.70,,,,,,,,,,,,,,
BLBM,2,Sto. Niño,VIRAC,Catanduanes,V,,,21918.55,20035.59,,,,,,,,,,,,,,
BLBM,,B.L. Mon Balete,VIRAC,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,,B.L. Mon Marilima,VIRAC,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLBM,,B.L. Mon Danicop,VIRAC,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
BLLM,1,CAD-412,Bagamanoc,Catanduanes,V,13-56-24.127,124-17-16.283,,,1541654.185,423045.451,,,,,,,,,,,,
BLLM,1(Old),CAD-412,Bagamanoc,Catanduanes,V,,,,,1541900.373,422982.732,,,,,,,,,,,,
BLLM,2,CAD-412,Bagamanoc,Catanduanes,V,,,,,1541501.00,423078.02,,,,,,,,,,,,
BLLM,3,CAD-412,Bagamanoc,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLLM,4,CAD-412,Bagamanoc,Catanduanes,V,,,,,1541766.92,420455.16,,,,,,,,,,,,
BLLM,5,CAD-412,Bagamanoc,Catanduanes,V,,,,,1544593.45,418780.92,,,,,,,,,,,,
BLLM,6,CAD-412,Bagamanoc,Catanduanes,V,,,,,1544245.85,417884.66,,,,,,,,,,,,
BLLM,7,CAD-412,Bagamanoc,Catanduanes,V,,,,,1549928.38,418468.51,,,,,,,,,,,,
BLLM,8,CAD-412,Bagamanoc,Catanduanes,V,,,,,1549928.38,418468.51,,,,,,,,,,,,
BLLM,9,CAD-412,Bagamanoc,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BLLM,10,CAD-412,Bagamanoc,Catanduanes,V,,,,,1548091.58,421974.28,,,,,,,,,,,,
BBM,1,CAD-412,Bagamanoc,Catanduanes,V,,,,,1541459.46,423064.38,,,,,,,,,,,,
BBM,2,CAD-412,Bagamanoc,Catanduanes,V,,,,,1539108.79,419803.08,,,,,,,,,,,,
BBM,3,CAD-412,Bagamanoc,Catanduanes,V,,,,,1544795.05,416123.74,,,,,,,,,,,,
BBM,4,CAD-412,Bagamanoc,Catanduanes,V,,,,,1540937.82,420887.18,,,,,,,,,,,,
BBM,5,CAD-412,Bagamanoc,Catanduanes,V,,,,,1540389.00,420011.04,,,,,,,,,,,,
BBM,6,CAD-412,Bagamanoc,Catanduanes,V,,,,,1542218.22,421092.85,,,,,,,,,,,,
BBM,7,CAD-412,Bagamanoc,Catanduanes,V,,,,,1542347.59,421628.24,,,,,,,,,,,,
BBM,8,CAD-412,Bagamanoc,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BBM,9,CAD-412,Bagamanoc,Catanduanes,V,,,,,1542973.73,422419.03,,,,,,,,,,,,
BBM,10,CAD-412,Bagamanoc,Catanduanes,V,,,,,1542813.96,421042.80,,,,,,,,,,,,
BBM,11,CAD-412,Bagamanoc,Catanduanes,V,,,,,1542665.08,419852.30,,,,,,,,,,,,
BBM,12,CAD-412,Bagamanoc,Catanduanes,V,,,,,1545059.33,422038.39,,,,,,,,,,,,
BBM,13,CAD-412,Bagamanoc,Catanduanes,V,,,,,1542724.20,417850.55,,,,,,,,,,,,
BBM,14,CAD-412,Bagamanoc,Catanduanes,V,,,,,1544762.24,418961.30,,,,,,,,,,,,
BBM,15,CAD-412,Bagamanoc,Catanduanes,V,,,,,1545745.67,419025.33,,,,,,,,,,,,
BBM,16,CAD-412,Bagamanoc,Catanduanes,V,,,,,1546087.96,418807.91,,,,,,,,,,,,
BBM,17,CAD-412,Bagamanoc,Catanduanes,V,,,,,1546119.64,421898.11,,,,,,,,,,,,
BBM,18,CAD-412,Bagamanoc,Catanduanes,V,,,,,1546534.04,417689.86,,,,,,,,,,,,
BBM,19,CAD-412,Bagamanoc,Catanduanes,V,,,,,1548938.16,418126.59,,,,,,,,,,,,
BBM,20,CAD-412,Bagamanoc,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BBM,21,CAD-412,Bagamanoc,Catanduanes,V,,,,,1548050.48,420523.00,,,,,,,,,,,,
BBM,22,CAD-412,Bagamanoc,Catanduanes,V,,,,,1548189.75,420050.35,,,,,,,,,,,,
BBM,23,CAD-412,Bagamanoc,Catanduanes,V,,,,,,,,,No Data Available,,,,,,,,,
BBM,24,CAD-412,Bagamanoc,Catanduanes,V,,,,,1543725.43,426330.56,,,,,,,,,,,,
MBM,3,CAD-412,Bagamanoc,Catanduanes,V,,,,,1536413.39,412526.92,,,,,,,,,,,,
MBM,4,CAD-412,Bagamanoc,Catanduanes,V,,,,,1542145.36,426911.81,,,,,,,,,,,,
MBM,5,CAD-412,Bagamanoc,Catanduanes,V,,,,,1542048.52,426974.62,,,,,,,,,,,,
BLLM,1,PLS485-D,Baras,Catanduanes,V,13-39-44.430,124-22-4.090,30000.000,30000.000,1511236.236,647989.488,,,,,,,,,,,,
BLLM,2,PLS485-D,Baras,Catanduanes,V,13-39-44.063,124-22-7.459,29988.710,30101.250,1511225.527,648090.822,,,,,,,,,,,,
BLLM,3,PLS485-D,Baras,Catanduanes,V,13-37-48.005,124-20-0.969,26422.450,26299.310,1507637.140,644308.236,,,,,,,,,,,,
BLLM,4,PLS485-D,Baras,Catanduanes,V,13-37-49.670,124-19-55.211,26473.670,26126.260,1507687.367,644134.853,,,,,,,,,,,,
BLLM,5,PLS485-D,Baras,Catanduanes,V,13-41-33.131,124-20-29.066,33340.600,27144.600,1514561.377,645114.649,,,,,,,,,,,,
BLLM,6,PLS485-D,Baras,Catanduanes,V,13-41-33.554,124-20-32.378,33353.580,27244.120,1514574.930,645214.120,,,,,,,,,,,,
BLLM,7,PLS485-D,Baras,Catanduanes,V,13-44-36.322,124-20-47.821,38970.120,27708.660,1520195.195,645646.945,,,,,,,,,,,,
BLLM,8,PLS485-D,Baras,Catanduanes,V,13-44-36.213,124-20-51.330,38966.780,27814.090,1520192.434,645752.405,,,,,,,,,,,,
BLLM,9,PLS485-D,Baras,Catanduanes,V,13-43-59.893,124-22-56.721,37850.590,31581.250,1519097.390,649526.670,,,,,,,,,,,,
BLLM,10,PLS485-D,Baras,Catanduanes,V,13-43-58.600,124-23-7.804,37810.860,31914.230,1519059.558,649859.948,,,,,,,,,,,,
BLLM,11,PLS485-D,Baras,Catanduanes,V,13-41-2.952,124-23-16.707,32413.100,32182.170,1513662.174,650158.488,,,,,,,,,,,,
BLLM,12,PLS485-D,Baras,Catanduanes,V,13-41-5.970,124-23-20.518,32505.880,32296.690,1513755.596,650272.502,,,,,,,,,,,,
BLLM,1,CAD415-D,Bato,Catanduanes,V,13-36-31.508,124-17-56.722,,,1504999.825,424152.595,,,,,,,,,,,,
BLLM,2,CAD415-D,Bato,Catanduanes,V,,,,,1504994.238,424001.579,,,,,,,,,,,,
BLLM,3,CAD415-D,Bato,Catanduanes,V,,,07634.853,5543.463,,,,,,,,,,,,,,
BLLM,4,CAD415-D,Bato,Catanduanes,V,,,07485.905,7063.915,,,,,,,,,,,,,,
BLLM,5,CAD415-D,Bato,Catanduanes,V,,,02702.427,7285.932,,,,,,,,,,,,,,
BLLM,6,CAD415-D,Bato,Catanduanes,V,,,02411.159,7267.856,,,,,,,,,,,,,,
BLLM,7,CAD415-D,Bato,Catanduanes,V,,,,,1498998.517,6217.957,,,,,,,,,,,,
BLLM,8,CAD415-D,Bato,Catanduanes,V,,,99122.518,6203.563,,,,,,,,,,,,,,
BLLM,9,CAD415-D,Bato,Catanduanes,V,,,,,1503208.785,4990.918,,,,,,,,,,,,
BLLM,10,CAD415-D,Bato,Catanduanes,V,,,03238.557,4891.462,,,,,,,,,,,,,,
BLLM,11,CAD415-D,Bato,Catanduanes,V,,,03837.899,1568.786,,,,,,,,,,,,,,
BLLM,12,CAD415-D,Bato,Catanduanes,V,,,03820.399,1683.224,,,,,,,,,,,,,,
BBM,1,CAD415-D,Bato,Catanduanes,V,,,,,15070901.03,424598.87,,,,,,,,,,,,
BBM,2,CAD415-D,Bato,Catanduanes,V,,,06309.64,4072.91,,,,,,,,,,,,,,
BBM,3,CAD415-D,Bato,Catanduanes,V,,,05380.26,3785.18,,,,,,,,,,,,,,
BBM,4,CAD415-D,Bato,Catanduanes,V,,,05620.24,4223.38,,,,,,,,,,,,,,
BBM,5,CAD415-D,Bato,Catanduanes,V,,,05221.56,4745.00,,,,,,,,,,,,,,
BBM,6,CAD415-D,Bato,Catanduanes,V,,,06070.32,4581.27,,,,,,,,,,,,,,
BBM,7,CAD415-D,Bato,Catanduanes,V,,,06123.15,4452.16,,,,,,,,,,,,,,
BBM,8,CAD415-D,Bato,Catanduanes,V,,,06718.35,4851.53,,,,,,,,,,,,,,
BBM,9,CAD415-D,Bato,Catanduanes,V,,,06767.60,5231.21,,,,,,,,,,,,,,
BBM,10,CAD415-D,Bato,Catanduanes,V,,,05288.30,5520.53,,,,,,,,,,,,,,
BBM,11,CAD415-D,Bato,Catanduanes,V,,,04956.09,5360.89,,,,,,,,,,,,,,
BBM,12,CAD415-D,Bato,Catanduanes,V,,,04997.33,4794.47,,,,,,,,,,,,,,
BBM,13,CAD415-D,Bato,Catanduanes,V,,,04599.65,4892.54,,,,,,,,,,,,,,
BBM,14,CAD415-D,Bato,Catanduanes,V,,,05483.76,5727.51,,,,,,,,,,,,,,
BBM,15,CAD415-D,Bato,Catanduanes,V,,,05997.10,6280.27,,,,,,,,,,,,,,
BBM,16,CAD415-D,Bato,Catanduanes,V,,,,,1507303.20,426307.16,,,,,,,,,,,,
BBM,17,CAD415-D,Bato,Catanduanes,V,,,06531.77,7194.69,,,,,,,,,,,,,,
BBM,18,CAD415-D,Bato,Catanduanes,V,,,05595.88,7659.96,,,,,,,,,,,,,,
BBM,19,CAD415-D,Bato,Catanduanes,V,,,05409.58,5795.78,,,,,,,,,,,,,,
BBM,20,CAD415-D,Bato,Catanduanes,V,,,05736.39,6251.17,,,,,,,,,,,,,,
BBM,21,CAD415-D,Bato,Catanduanes,V,,,05107.49,5839.31,,,,,,,,,,,,,,
BBM,22,CAD415-D,Bato,Catanduanes,V,,,05048.81,5961.95,,,,,,,,,,,,,,
BBM,23,CAD415-D,Bato,Catanduanes,V,,,04805.57,6290.57,,,,,,,,,,,,,,
BBM,24,CAD415-D,Bato,Catanduanes,V,,,03743.99,6101.28,,,,,,,,,,,,,,
BBM,25,CAD415-D,Bato,Catanduanes,V,,,06672.83,8875.54,,,,,,,,,,,,,,
BBM,26,CAD415-D,Bato,Catanduanes,V,,,03748.20,8985.57,,,,,,,,,,,,,,
BBM,27,CAD415-D,Bato,Catanduanes,V,,,04609.91,8098.64,,,,,,,,,,,,,,
BBM,28,CAD415-D,Bato,Catanduanes,V,,,03698.49,8096.96,,,,,,,,,,,,,,
BBM,29,CAD415-D,Bato,Catanduanes,V,,,02682.05,8718.63,,,,,,,,,,,,,,
BBM,30,CAD415-D,Bato,Catanduanes,V,,,02895.76,7486.31,,,,,,,,,,,,,,
BBM,31,CAD415-D,Bato,Catanduanes,V,,,01970.88,6600.96,,,,,,,,,,,,,,
BBM,32,CAD415-D,Bato,Catanduanes,V,,,01151.78,7712.17,,,,,,,,,,,,,,
BBM,33,CAD415-D,Bato,Catanduanes,V,,,01355.48,5735.18,,,,,,,,,,,,,,
BBM,34,CAD415-D,Bato,Catanduanes,V,,,04064.68,4346.41,,,,,,,,,,,,,,
BBM,35,CAD415-D,Bato,Catanduanes,V,,,03420.66,4045.18,,,,,,,,,,,,,,
BBM,36,CAD415-D,Bato,Catanduanes,V,,,04888.60,3463.69,,,,,,,,,,,,,,
BBM,37,CAD415-D,Bato,Catanduanes,V,,,06356.35,3585.52,,,,,,,,,,,,,,
BBM,38,CAD415-D,Bato,Catanduanes,V,,,06112.00,1822.61,,,,,,,,,,,,,,
BBM,39,CAD415-D,Bato,Catanduanes,V,,,07221.11,2073.77,,,,,,,,,,,,,,
BBM,40,CAD415-D,Bato,Catanduanes,V,,,05537.52,2026.08,,,,,,,,,,,,,,
BBM,41,CAD415-D,Bato,Catanduanes,V,,,06508.68,3764.20,,,,,,,,,,,,,,
BBM,42,CAD415-D,Bato,Catanduanes,V,,,07257.65,3784.69,,,,,,,,,,,,,,
BBM,43,CAD415-D,Bato,Catanduanes,V,,,04278.62,3043.93,,,,,,,,,,,,,,
BBM,44,CAD415-D,Bato,Catanduanes,V,,,04138.66,2873.13,,,,,,,,,,,,,,
MBM,1,CAD415-D,Bato,Catanduanes,V,,,,,1507109.83,420189.75,,,,,,,,,,,,
MBM,2,CAD415-D,Bato,Catanduanes,V,,,07549.90,0653.39,,,,,,,,,,,,,,
MBM,3,CAD415-D,Bato,Catanduanes,V,,,07900.44,4221.20,,,,,,,,,,,,,,
MBM,4,CAD415-D,Bato,Catanduanes,V,,,07712.24,5102.18,,,,,,,,,,,,,,
BLLM,1,CAD-413,Caramoran,Catanduanes,V,13-59-07.601,124-07-52.262,,,1546734.483,406132.681,,,,,,,,,,,,
BLLM,3,CAD-413,Caramoran,Catanduanes,V,,,,,1546740.44,409447.65,,,,,,,,,,,,
BLLM,6,CAD-413,Caramoran,Catanduanes,V,,,,,1538155.73,412198.50,,,,,,,,,,,,
BLLM,11,CAD-413,Caramoran,Catanduanes,V,,,,,1524720.79,406567.39,,,,,,,,,,,,
BLLM,12,CAD-413,Caramoran,Catanduanes,V,,,,,1524861.83,406595.03,,,,,,,,,,,,
BBM,1,CAD-413,Caramoran,Catanduanes,V,,,,,1546908.62,405923.17,,,,,,,,,,,,
BBM,2,CAD-413,Caramoran,Catanduanes,V,,,,,1547008.85,406294.35,,,,,,,,,,,,
BBM,3,CAD-413,Caramoran,Catanduanes,V,,,,,1548981.63,407169.62,,,,,,,,,,,,
BBM,4,CAD-413,Caramoran,Catanduanes,V,,,,,1549267.14,406481.50,,,,,,,,,,,,
BBM,5,CAD-413,Caramoran,Catanduanes,V,,,,,1547738.78,407261.96,,,,,,,,,,,,
BBM,6,CAD-413,Caramoran,Catanduanes,V,,,,,1546758.13,408433.77,,,,,,,,,,,,
BBM,7,CAD-413,Caramoran,Catanduanes,V,,,,,1546794.64,408949.92,,,,,,,,,,,,
BBM,8,CAD-413,Caramoran,Catanduanes,V,,,,,1546289.02,409366.31,,,,,,,,,,,,
BBM,9,CAD-413,Caramoran,Catanduanes,V,,,,,1547370.47,409012.12,,,,,,,,,,,,
BBM,10,CAD-413,Caramoran,Catanduanes,V,,,,,1547557.17,409563.95,,,,,,,,,,,,
BBM,11,CAD-413,Caramoran,Catanduanes,V,,,,,1546736.00,410205.86,,,,,,,,,,,,
BBM,12,CAD-413,Caramoran,Catanduanes,V,,,,,1544286.77,410416.24,,,,,,,,,,,,
BBM,13,CAD-413,Caramoran,Catanduanes,V,,,,,1546103.97,409066.41,,,,,,,,,,,,
BBM,14,CAD-413,Caramoran,Catanduanes,V,,,,,1546260.43,405930.13,,,,,,,,,,,,
BBM,15,CAD-413,Caramoran,Catanduanes,V,,,,,1545236.70,405854.01,,,,,,,,,,,,
BBM,16,CAD-413,Caramoran,Catanduanes,V,,,,,1542534.40,407065.62,,,,,,,,,,,,
BBM,17,CAD-413,Caramoran,Catanduanes,V,,,,,1542804.02,407352.37,,,,,,,,,,,,
BBM,18,CAD-413,Caramoran,Catanduanes,V,,,,,1539846.57,408351.05,,,,,,,,,,,,
BBM,19,CAD-413,Caramoran,Catanduanes,V,,,,,1539990.31,408719.57,,,,,,,,,,,,
BBM,20,CAD-413,Caramoran,Catanduanes,V,,,,,1539640.81,408352.17,,,,,,,,,,,,
BBM,21,CAD-413,Caramoran,Catanduanes,V,,,,,1538972.94,407236.55,,,,,,,,,,,,
BBM,22,CAD-413,Caramoran,Catanduanes,V,,,,,1539341.02,407931.42,,,,,,,,,,,,
BBM,23,CAD-413,Caramoran,Catanduanes,V,,,,,1538002.33,406887.74,,,,,,,,,,,,
BBM,24,CAD-413,Caramoran,Catanduanes,V,,,,,1538105.44,407281.06,,,,,,,,,,,,
BBM,25,CAD-413,Caramoran,Catanduanes,V,,,,,1536781.88,406846.68,,,,,,,,,,,,
BBM,26,CAD-413,Caramoran,Catanduanes,V,,,,,1536744.11,409528.40,,,,,,,,,,,,
BBM,27,CAD-413,Caramoran,Catanduanes,V,,,,,1534633.57,406547.65,,,,,,,,,,,,
BBM,29,CAD-413,Caramoran,Catanduanes,V,,,,,1533519.30,406822.64,,,,,,,,,,,,
BBM,30,CAD-413,Caramoran,Catanduanes,V,,,,,1533555.00,406650.08,,,,,,,,,,,,
BBM,31,CAD-413,Caramoran,Catanduanes,V,,,,,1529424.86,406851.39,,,,,,,,,,,,
BBM,32,CAD-413,Caramoran,Catanduanes,V,,,,,1526595.02,406464.38,,,,,,,,,,,,
BBM,33,CAD-413,Caramoran,Catanduanes,V,,,,,1534709.80,406839.74,,,,,,,,,,,,
BBM,34,CAD-413,Caramoran,Catanduanes,V,,,,,1525291.09,406210.01,,,,,,,,,,,,
BBM,35,CAD-413,Caramoran,Catanduanes,V,,,,,1525282.35,406586.28,,,,,,,,,,,,
BBM,36,CAD-413,Caramoran,Catanduanes,V,,,,,1523998.54,406990.59,,,,,,,,,,,,
BBM,37,CAD-413,Caramoran,Catanduanes,V,,,,,1523475.29,406612.09,,,,,,,,,,,,
BBM,38,CAD-413,Caramoran,Catanduanes,V,,,,,1523579.39,406391.08,,,,,,,,,,,,
BBM,39,CAD-413,Caramoran,Catanduanes,V,,,,,1522058.61,407415.27,,,,,,,,,,,,
BBM,40,CAD-413,Caramoran,Catanduanes,V,,,,,1522305.58,407720.24,,,,,,,,,,,,
